date,ticker,close
2026-07-17,TCELL,108.50
2026-07-17,THYAO,329.50
2026-07-17,TUPRS,289.25
2026-07-17,XU100,13981.05
2026-07-20,FROTO,82.65
2026-07-20,GARAN,124.30
2026-07-20,ISCTR,13.18
2026-07-20,TCELL,109.60
2026-07-20,THYAO,328.00
2026-07-20,TUPRS,307.50
2026-07-20,XU100,14070.98
2026-07-21,FROTO,81.10
2026-07-21,GARAN,124.20
2026-07-21,ISCTR,12.93
2026-07-21,TCELL,111.50
2026-07-21,THYAO,317.50
2026-07-21,TUPRS,309.50
2026-07-21,XU100,13974.14
2026-07-22,FROTO,81.45
2026-07-22,GARAN,125.90
2026-07-22,ISCTR,13.06
2026-07-22,TCELL,111.00
2026-07-22,THYAO,321.00
2026-07-22,TUPRS,313.75
2026-07-22,XU100,14138.85
2026-07-23,FROTO,79.40
2026-07-23,GARAN,125.00
2026-07-23,ISCTR,13.00
2026-07-23,TCELL,105.00
2026-07-23,THYAO,312.75
2026-07-23,TUPRS,314.50
2026-07-23,XU100,14077.67
2026-07-24,AEFES,20.96
2026-07-24,CCOLA,91.15
2026-07-24,FROTO,79.00
2026-07-24,GARAN,126.00
2026-07-24,ISCTR,12.92
2026-07-24,TCELL,103.70
2026-07-24,THYAO,312.00
2026-07-24,TUPRS,304.25
2026-07-24,XU100,13943.87
2026-07-27,AEFES,20.92
2026-07-27,CCOLA,89.10
2026-07-27,FROTO,78.25
2026-07-27,GARAN,127.10
2026-07-27,ISCTR,12.89
2026-07-27,TCELL,102.30
2026-07-27,THYAO,318.00
2026-07-27,TUPRS,292.25
2026-07-27,XU100,13774.77
2026-07-28,AEFES,21.80
2026-07-28,BIMAS,389.50
2026-07-28,CCOLA,91.90
2026-07-28,FROTO,77.55
2026-07-28,GARAN,127.40
2026-07-28,ISCTR,12.82
2026-07-28,TCELL,101.70
2026-07-28,THYAO,319.00
2026-07-28,TUPRS,293.50
2026-07-28,XU100,13687.86
2026-07-29,AEFES,21.48
2026-07-29,BIMAS,386.50
2026-07-29,CCOLA,91.45
2026-07-29,FROTO,76.10
2026-07-29,GARAN,126.30
2026-07-29,ISCTR,12.30
2026-07-29,TCELL,101.40
2026-07-29,THYAO,313.25
2026-07-29,TUPRS,297.75
2026-07-29,XU100,13501.55
2026-07-30,AEFES,22.08
2026-07-30,BIMAS,383.00
2026-07-30,CCOLA,90.50
2026-07-30,ENJSA,109.50
2026-07-30,FROTO,76.70
2026-07-30,GARAN,123.10
2026-07-30,ISCTR,12.03
2026-07-30,TCELL,101.50
2026-07-30,THYAO,308.25
2026-07-30,TUPRS,288.00
2026-07-30,XU100,13292.93
2026-07-31,AEFES,21.88
2026-07-31,BIMAS,390.25
2026-07-31,CCOLA,91.05
2026-07-31,ENJSA,108.90
2026-07-31,FROTO,80.10
2026-07-31,GARAN,123.40
2026-07-31,ISCTR,12.47
2026-07-31,TCELL,99.95
2026-07-31,THYAO,314.00
2026-07-31,TUPRS,295.25
2026-07-31,XU100,13458.10
2026-08-03,AEFES,22.08
2026-08-03,BIMAS,379.00
2026-08-03,CCOLA,87.00
2026-08-03,ENJSA,110.20
2026-08-03,FROTO,79.05
2026-08-03,GARAN,127.90
2026-08-03,ISCTR,12.68
2026-08-03,TCELL,104.50
2026-08-03,THYAO,317.00
2026-08-03,TUPRS,290.50
2026-08-03,XU100,13410.54
2026-08-04,AEFES,21.54
2026-08-04,BIMAS,385.75
2026-08-04,CCOLA,87.20
2026-08-04,ENJSA,109.50
2026-08-04,FROTO,80.55
2026-08-04,GARAN,131.80
2026-08-04,ISCTR,12.59
2026-08-04,TCELL,107.60
2026-08-04,THYAO,323.75
2026-08-04,TUPRS,290.25
2026-08-04,XU100,13687.93
2026-08-05,AEFES,21.32
2026-08-05,BIMAS,382.25
2026-08-05,CCOLA,87.95
2026-08-05,ENJSA,113.00
2026-08-05,FROTO,80.45
2026-08-05,GARAN,129.70
2026-08-05,ISCTR,12.34
2026-08-05,TCELL,105.10
2026-08-05,THYAO,314.00
2026-08-05,TUPRS,303.75
2026-08-05,XU100,13703.13
2026-08-06,AEFES,21.46
2026-08-06,BIMAS,382.25
2026-08-06,CCOLA,87.70
2026-08-06,ENJSA,113.40
2026-08-06,FROTO,78.60
2026-08-06,GARAN,127.80
2026-08-06,ISCTR,12.33
2026-08-06,TCELL,105.30
2026-08-06,THYAO,311.25
2026-08-06,TUPRS,321.50
2026-08-06,XU100,13798.82
2026-08-07,AEFES,21.58
2026-08-07,BIMAS,385.75
2026-08-07,CCOLA,89.00
2026-08-07,ENJSA,113.20
2026-08-07,FROTO,78.10
2026-08-07,GARAN,127.00
2026-08-07,ISCTR,12.36
2026-08-07,TCELL,105.10
2026-08-07,THYAO,306.25
2026-08-07,TUPRS,323.50
2026-08-07,XU100,13779.39
2026-08-10,AEFES,21.72
2026-08-10,BIMAS,384.25
2026-08-10,CCOLA,90.05
2026-08-10,ENJSA,113.10
2026-08-10,FROTO,77.40
2026-08-10,GARAN,126.60
2026-08-10,ISCTR,12.11
2026-08-10,TCELL,105.30
2026-08-10,THYAO,303.00
2026-08-10,TUPRS,340.00
2026-08-10,XU100,13811.60
2026-08-11,AEFES,21.02
2026-08-11,BIMAS,377.25
2026-08-11,CCOLA,86.65
2026-08-11,ENJSA,110.00
2026-08-11,FROTO,78.85
2026-08-11,GARAN,126.50
2026-08-11,ISCTR,12.02
2026-08-11,TCELL,103.10
2026-08-11,THYAO,301.00
2026-08-11,TUPRS,336.50
2026-08-11,XU100,13704.52
2026-08-12,AEFES,19.52
2026-08-12,BIMAS,384.00
2026-08-12,CCOLA,83.25
2026-08-12,ENJSA,107.00
2026-08-12,FROTO,79.75
2026-08-12,GARAN,131.00
2026-08-12,ISCTR,12.56
2026-08-12,TCELL,104.10
2026-08-12,THYAO,308.75
2026-08-12,TUPRS,351.25
2026-08-12,XU100,14110.14
2026-08-13,AEFES,19.25
2026-08-13,BIMAS,376.50
2026-08-13,CCOLA,84.95
2026-08-13,ENJSA,107.40
2026-08-13,FROTO,79.70
2026-08-13,GARAN,129.60
2026-08-13,ISCTR,12.51
2026-08-13,TCELL,103.10
2026-08-13,THYAO,308.00
2026-08-13,TUPRS,346.00
2026-08-13,XU100,14132.23
2026-08-14,AEFES,19.33
2026-08-14,ANSGR,28.68
2026-08-14,BIMAS,374.75
2026-08-14,CCOLA,82.20
2026-08-14,ENJSA,106.20
2026-08-14,FROTO,79.10
2026-08-14,GARAN,131.00
2026-08-14,ISCTR,12.53
2026-08-14,TCELL,104.10
2026-08-14,THYAO,305.25
2026-08-14,TUPRS,361.75
2026-08-14,XU100,14172.26
2026-08-17,AEFES,18.95
2026-08-17,ANSGR,28.40
2026-08-17,BIMAS,382.00
2026-08-17,CCOLA,80.35
2026-08-17,ENJSA,107.80
2026-08-17,FROTO,79.00
2026-08-17,GARAN,129.00
2026-08-17,ISCTR,12.40
2026-08-17,TCELL,102.90
2026-08-17,THYAO,301.00
2026-08-17,TUPRS,368.75
2026-08-17,XU100,14132.06
2026-08-18,AEFES,19.13
2026-08-18,ANSGR,28.10
2026-08-18,BIMAS,405.00
2026-08-18,CCOLA,82.25
2026-08-18,ENJSA,110.50
2026-08-18,FROTO,78.90
2026-08-18,GARAN,129.30
2026-08-18,ISCTR,12.38
2026-08-18,TCELL,103.50
2026-08-18,THYAO,300.50
2026-08-18,TUPRS,374.00
2026-08-18,XU100,14127.98
2026-08-19,AEFES,19.41
2026-08-19,ANSGR,28.50
2026-08-19,BIMAS,416.50
2026-08-19,CCOLA,82.00
2026-08-19,ENJSA,111.00
2026-08-19,FROTO,79.35
2026-08-19,GARAN,132.00
2026-08-19,ISCTR,12.53
2026-08-19,TCELL,104.00
2026-08-19,THYAO,301.25
2026-08-19,TUPRS,395.50
2026-08-19,XU100,14458.98
2026-08-20,AEFES,19.15
2026-08-20,ANSGR,28.38
2026-08-20,BIMAS,411.00
2026-08-20,CCOLA,81.30
2026-08-20,ENJSA,109.10
2026-08-20,FROTO,79.60
2026-08-20,GARAN,129.30
2026-08-20,ISCTR,12.38
2026-08-20,TCELL,102.80
2026-08-20,THYAO,301.25
2026-08-20,TUPRS,395.25
2026-08-20,XU100,14396.54
2026-08-21,AEFES,19.24
2026-08-21,ANSGR,28.50
2026-08-21,BIMAS,416.50
2026-08-21,CCOLA,83.20
2026-08-21,ENJSA,110.40
2026-08-21,FROTO,80.20
2026-08-21,GARAN,129.90
2026-08-21,ISCTR,12.39
2026-08-21,TCELL,104.30
2026-08-21,THYAO,301.00
2026-08-21,TUPRS,406.75
2026-08-21,XU100,14514.82
2026-08-24,AEFES,18.94
2026-08-24,ANSGR,28.32
2026-08-24,BIMAS,412.25
2026-08-24,CCOLA,79.85
2026-08-24,ENJSA,110.60
2026-08-24,FROTO,80.10
2026-08-24,GARAN,131.60
2026-08-24,ISCTR,12.59
2026-08-24,TCELL,103.10
2026-08-24,THYAO,300.50
2026-08-24,TUPRS,400.50
2026-08-24,XU100,14501.49
2026-08-25,AEFES,18.85
2026-08-25,ANSGR,27.72
2026-08-25,BIMAS,417.50
2026-08-25,CCOLA,77.20
2026-08-25,ENJSA,108.10
2026-08-25,FROTO,78.60
2026-08-25,GARAN,132.60
2026-08-25,ISCTR,12.48
2026-08-25,TCELL,102.70
2026-08-25,THYAO,302.50
2026-08-25,TUPRS,373.75
2026-08-25,XU100,14473.42
2026-08-26,AEFES,18.90
2026-08-26,ANSGR,27.62
2026-08-26,BIMAS,418.25
2026-08-26,CCOLA,78.95
2026-08-26,ENJSA,115.00
2026-08-26,FROTO,79.55
2026-08-26,GARAN,133.30
2026-08-26,ISCTR,12.91
2026-08-26,TCELL,103.50
2026-08-26,THYAO,308.50
2026-08-26,TUPRS,380.00
2026-08-26,XU100,14610.92
2026-08-27,AEFES,18.53
2026-08-27,ANSGR,27.18
2026-08-27,BIMAS,413.75
2026-08-27,CCOLA,77.50
2026-08-27,ENJSA,114.00
2026-08-27,FROTO,78.45
2026-08-27,GARAN,133.00
2026-08-27,ISCTR,12.75
2026-08-27,TCELL,102.80
2026-08-27,THYAO,307.25
2026-08-27,TUPRS,380.75
2026-08-27,XU100,14575.51
2026-08-28,AEFES,18.41
2026-08-28,ANSGR,27.50
2026-08-28,BIMAS,415.50
2026-08-28,CCOLA,77.65
2026-08-28,ENJSA,117.90
2026-08-28,FROTO,78.40
2026-08-28,GARAN,133.80
2026-08-28,ISCTR,12.79
2026-08-28,TCELL,103.50
2026-08-28,THYAO,307.50
2026-08-28,TUPRS,396.00
2026-08-28,XU100,14641.56
2026-08-31,AEFES,17.84
2026-08-31,ANSGR,27.20
2026-08-31,BIMAS,405.50
2026-08-31,CCOLA,75.20
2026-08-31,ENJSA,110.10
2026-08-31,FROTO,76.95
2026-08-31,GARAN,130.90
2026-08-31,ISCTR,12.64
2026-08-31,TCELL,95.05
2026-08-31,THYAO,302.25
2026-08-31,TUPRS,400.25
2026-08-31,XU100,14334.06
2026-09-01,AEFES,18.08
2026-09-01,ANSGR,26.86
2026-09-01,BIMAS,408.25
2026-09-01,CCOLA,76.75
2026-09-01,ENJSA,110.80
2026-09-01,FROTO,77.25
2026-09-01,GARAN,132.90
2026-09-01,ISCTR,12.75
2026-09-01,TCELL,96.55
2026-09-01,THYAO,301.50
2026-09-01,TUPRS,402.75
2026-09-01,XU100,14229.01
2026-09-02,AEFES,17.99
2026-09-02,ANSGR,26.50
2026-09-02,BIMAS,406.25
2026-09-02,CCOLA,78.35
2026-09-02,ENJSA,113.20
2026-09-02,FROTO,76.25
2026-09-02,GARAN,132.00
2026-09-02,ISCTR,12.78
2026-09-02,TCELL,97.20
2026-09-02,THYAO,291.50
2026-09-02,TUPRS,392.25
2026-09-02,VAKBN,34.08
2026-09-02,XU100,14050.56
2026-09-03,AEFES,18.21
2026-09-03,ANSGR,26.22
2026-09-03,BIMAS,412.75
2026-09-03,CCOLA,78.80
2026-09-03,ENJSA,114.50
2026-09-03,FROTO,75.65
2026-09-03,GARAN,131.40
2026-09-03,ISCTR,12.95
2026-09-03,TCELL,96.60
2026-09-03,THYAO,291.50
2026-09-03,TUPRS,391.00
2026-09-03,VAKBN,33.74
2026-09-03,XU100,13932.46
2026-09-04,AEFES,18.45
2026-09-04,ANSGR,26.18
2026-09-04,BIMAS,415.75
2026-09-04,CCOLA,79.00
2026-09-04,ENJSA,113.70
2026-09-04,FROTO,77.20
2026-09-04,GARAN,131.40
2026-09-04,ISCTR,13.01
2026-09-04,TCELL,98.15
2026-09-04,THYAO,296.00
2026-09-04,TUPRS,388.50
2026-09-04,VAKBN,33.62
2026-09-04,XU100,14012.42
2026-09-07,AEFES,18.79
2026-09-07,ANSGR,26.08
2026-09-07,BIMAS,418.00
2026-09-07,CCOLA,79.45
2026-09-07,ENJSA,113.00
2026-09-07,FROTO,79.65
2026-09-07,GARAN,133.50
2026-09-07,ISCTR,13.05
2026-09-07,TCELL,99.05
2026-09-07,THYAO,296.75
2026-09-07,TUPRS,394.25
2026-09-07,VAKBN,33.32
2026-09-07,XU100,14151.59
2026-09-08,AEFES,19.26
2026-09-08,ANSGR,26.52
2026-09-08,BIMAS,420.50
2026-09-08,CCOLA,81.70
2026-09-08,ENJSA,115.30
2026-09-08,FROTO,82.80
2026-09-08,GARAN,136.00
2026-09-08,ISCTR,14.35
2026-09-08,TCELL,101.60
2026-09-08,THYAO,305.00
2026-09-08,TUPRS,394.50
2026-09-08,VAKBN,36.64
2026-09-08,XU100,14405.25
2026-09-09,AEFES,19.46
2026-09-09,ANSGR,26.48
2026-09-09,BIMAS,427.50
2026-09-09,CCOLA,80.00
2026-09-09,ENJSA,118.60
2026-09-09,FROTO,83.95
2026-09-09,GARAN,134.30
2026-09-09,ISCTR,13.92
2026-09-09,TCELL,101.80
2026-09-09,THYAO,301.00
2026-09-09,TUPRS,414.25
2026-09-09,VAKBN,35.52
2026-09-09,XU100,14505.48
2026-09-10,AEFES,19.58
2026-09-10,ANSGR,26.30
2026-09-10,BIMAS,430.00
2026-09-10,CCOLA,79.50
2026-09-10,ENJSA,117.00
2026-09-10,FROTO,81.90
2026-09-10,GARAN,133.40
2026-09-10,ISCTR,13.74
2026-09-10,TCELL,101.60
2026-09-10,THYAO,299.25
2026-09-10,TUPRS,416.75
2026-09-10,VAKBN,34.62
2026-09-10,XU100,14393.85
2026-09-11,AEFES,19.74
2026-09-11,ANSGR,26.50
2026-09-11,BIMAS,434.75
2026-09-11,CCOLA,80.20
2026-09-11,ENJSA,117.30
2026-09-11,FROTO,82.85
2026-09-11,GARAN,134.20
2026-09-11,ISCTR,13.93
2026-09-11,TCELL,103.70
2026-09-11,THYAO,300.25
2026-09-11,TUPRS,413.50
2026-09-11,VAKBN,38.08
2026-09-11,XU100,14467.25
2026-09-14,AEFES,19.70
2026-09-14,ANSGR,26.60
2026-09-14,BIMAS,429.75
2026-09-14,CCOLA,80.65
2026-09-14,ENJSA,114.30
2026-09-14,FROTO,81.75
2026-09-14,GARAN,133.90
2026-09-14,ISCTR,13.84
2026-09-14,TCELL,102.40
2026-09-14,THYAO,295.50
2026-09-14,TUPRS,415.75
2026-09-14,VAKBN,35.74
2026-09-14,XU100,14235.83
2026-09-15,AEFES,18.98
2026-09-15,ANSGR,26.78
2026-09-15,BIMAS,415.75
2026-09-15,CCOLA,78.00
2026-09-15,ENJSA,112.80
2026-09-15,FROTO,78.40
2026-09-15,GARAN,127.80
2026-09-15,ISCTR,13.36
2026-09-15,TCELL,99.40
2026-09-15,THYAO,285.25
2026-09-15,TUPRS,412.50
2026-09-15,VAKBN,33.88
2026-09-15,XU100,13892.30
2026-09-16,AEFES,18.14
2026-09-16,ANSGR,25.88
2026-09-16,BIMAS,405.50
2026-09-16,CCOLA,76.50
2026-09-16,ENJSA,107.30
2026-09-16,FROTO,74.65
2026-09-16,GARAN,120.90
2026-09-16,ISCTR,12.22
2026-09-16,TCELL,95.75
2026-09-16,THYAO,273.00
2026-09-16,TUPRS,401.75
2026-09-16,VAKBN,30.86
2026-09-16,XU100,13122.58
2026-09-17,AEFES,19.08
2026-09-17,ANSGR,26.32
2026-09-17,BIMAS,418.00
2026-09-17,CCOLA,80.40
2026-09-17,ENJSA,111.50
2026-09-17,FROTO,77.45
2026-09-17,GARAN,132.50
2026-09-17,ISCTR,13.37
2026-09-17,TCELL,99.15
2026-09-17,THYAO,289.25
2026-09-17,TUPRS,412.00
2026-09-17,VAKBN,33.00
2026-09-17,XU100,13509.76
2026-09-18,AEFES,18.79
2026-09-18,ANSGR,27.10
2026-09-18,BIMAS,419.75
2026-09-18,CCOLA,80.00
2026-09-18,ENJSA,108.00
2026-09-18,FROTO,76.00
2026-09-18,GARAN,129.90
2026-09-18,ISCTR,13.26
2026-09-18,TCELL,97.20
2026-09-18,THYAO,285.50
2026-09-18,TUPRS,417.25
2026-09-18,VAKBN,33.10
2026-09-18,XU100,13284.42
2026-09-21,AEFES,19.20
2026-09-21,ANSGR,26.98
2026-09-21,BIMAS,433.00
2026-09-21,CCOLA,80.10
2026-09-21,ENJSA,109.00
2026-09-21,FROTO,77.85
2026-09-21,GARAN,133.10
2026-09-21,ISCTR,13.56
2026-09-21,TCELL,99.90
2026-09-21,THYAO,293.50
2026-09-21,TOASO,290.00
2026-09-21,TUPRS,414.75
2026-09-21,VAKBN,34.36
2026-09-21,XU100,13337.69
2026-09-22,AEFES,18.83
2026-09-22,ANSGR,25.96
2026-09-22,BIMAS,430.25
2026-09-22,CCOLA,78.60
2026-09-22,ENJSA,109.10
2026-09-22,FROTO,79.20
2026-09-22,GARAN,133.90
2026-09-22,ISCTR,13.51
2026-09-22,TCELL,100.30
2026-09-22,THYAO,298.00
2026-09-22,TOASO,283.75
2026-09-22,TUPRS,397.00
2026-09-22,VAKBN,34.04
2026-09-22,XU100,13198.84
